Date;Open;High;Low;Close;Predicted Median Price;Predicted Close
2007.02.07;1.2982;1.3022;1.2971;1.3014;1.29557499155;0.0
2007.02.08;1.3015;1.3041;1.2973;1.3036;1.29957259034;0.0
2007.02.09;1.3037;1.3042;1.2982;1.3006;1.30210011631;0.0
2007.02.12;1.3015;1.3034;1.2939;1.296;1.30146907102;0.0
2007.02.13;1.2959;1.3042;1.2953;1.3034;1.2977428131;0.0
2007.02.14;1.3033;1.3149;1.3022;1.3131;1.30069587894;0.0
2007.02.15;1.3132;1.3171;1.3117;1.3135;1.30882803347;0.0
2007.02.16;1.3136;1.3143;1.3092;1.3136;1.31318611866;0.0
2007.02.19;1.3154;1.316;1.3121;1.3149;1.31325710539;0.0
2007.02.20;1.315;1.3187;1.3128;1.3135;1.31456509221;0.0
2007.02.21;1.3134;1.3164;1.311;1.3141;1.31411748217;0.0
2007.02.22;1.314;1.3141;1.3079;1.3125;1.31352846716;0.0
2007.02.23;1.3124;1.3186;1.31;1.3167;1.31188334474;0.0
2007.02.26;1.3176;1.3196;1.3149;1.3188;1.31522831381;0.0
2007.02.27;1.3187;1.3258;1.3159;1.3238;1.31808127486;0.0
2007.02.28;1.3237;1.3237;1.318;1.3223;1.32182820452;0.0
2007.03.01;1.3224;1.3238;1.3153;1.3173;1.32107461768;0.0
2007.03.02;1.3174;1.3199;1.3141;1.319;1.31856673141;0.0
2007.03.05;1.3207;1.321;1.307;1.308;1.31823331786;0.0
2007.03.06;1.3081;1.313;1.308;1.3127;1.31228469668;0.0
2007.03.07;1.3128;1.3185;1.3109;1.3179;1.31216479311;0.0
2007.03.08;1.3178;1.3181;1.3115;1.3134;1.31561661684;0.0
2007.03.09;1.3133;1.3159;1.3086;1.3116;1.31435631026;0.0
2007.03.12;1.3115;1.32;1.3108;1.3189;1.31229723628;0.0
2007.03.13;1.319;1.3221;1.3155;1.3191;1.31703160318;0.0
2007.03.14;1.3192;1.3244;1.3175;1.3215;1.31821301578;0.0
2007.03.15;1.3216;1.3251;1.3193;1.3239;1.32091627906;0.0
2007.03.16;1.3238;1.3338;1.3238;1.3316;1.32303669092;0.0
2007.03.19;1.3317;1.3324;1.328;1.3306;1.32929122758;0.0
2007.03.20;1.3307;1.3323;1.3268;1.3317;1.32952992538;0.0
2007.03.21;1.3316;1.339;1.3288;1.3388;1.33017698308;0.0
2007.03.22;1.3389;1.341;1.331;1.3325;1.33500180025;0.0
2007.03.23;1.3324;1.3342;1.3281;1.3282;1.3345923945;0.0
2007.03.26;1.3286;1.3346;1.3253;1.333;1.33083582496;0.0
2007.03.27;1.3329;1.3368;1.3323;1.3358;1.33126446778;0.0
2007.03.28;1.3357;1.3373;1.3308;1.3313;1.3348804101;0.0
2007.03.29;1.3314;1.3353;1.3301;1.3331;1.33304227689;0.0
2007.03.30;1.333;1.3399;1.3287;1.3354;1.33347307781;0.0
2007.04.02;1.3374;1.3382;1.3331;1.3366;1.33444471623;0.0
2007.04.03;1.3367;1.338;1.3318;1.3328;1.33614244917;0.0
2007.04.04;1.3329;1.338;1.3318;1.3369;1.3342657726;0.0
2007.04.05;1.337;1.344;1.3353;1.3429;1.33559030299;0.0
2007.04.06;1.3431;1.3432;1.3364;1.3378;1.34055320967;0.0
2007.04.09;1.3374;1.3378;1.3339;1.3356;1.33930293988;0.0
2007.04.10;1.3355;1.3454;1.3349;1.3431;1.33611043455;0.0
2007.04.11;1.343;1.3441;1.3406;1.3434;1.34105055923;0.0
2007.04.12;1.3433;1.3505;1.343;1.3486;1.34260537093;0.0
2007.04.13;1.3487;1.3554;1.3481;1.3527;1.34705442434;0.0
2007.04.16;1.3566;1.3576;1.3526;1.3529;1.35167305344;0.0
2007.04.17;1.353;1.3593;1.3525;1.3574;1.35433807636;0.0
2007.04.18;1.3573;1.3615;1.3555;1.3611;1.35637080912;0.0
2007.04.19;1.3612;1.3618;1.356;1.3618;1.35877724026;0.0
2007.04.20;1.3617;1.3636;1.3585;1.359;1.35962366522;0.0
2007.04.23;1.3603;1.3607;1.354;1.3577;1.36035786748;0.0
2007.04.24;1.3576;1.3643;1.3547;1.3637;1.35832211833;0.0
2007.04.25;1.3638;1.3665;1.3621;1.3643;1.36075967536;0.0
2007.04.26;1.3644;1.3653;1.3584;1.3591;1.36408977481;0.0
2007.04.27;1.3592;1.3681;1.3585;1.3651;1.36124069322;0.0
2007.04.30;1.3641;1.3678;1.3589;1.3642;1.36428947178;0.0
2007.05.01;1.3641;1.3673;1.359;1.3604;1.36383824655;0.0
2007.05.02;1.3605;1.3612;1.356;1.3583;1.36246748492;0.0
2007.05.03;1.3582;1.3622;1.3546;1.3551;1.35896951078;0.0
2007.05.04;1.3552;1.361;1.3535;1.3591;1.35753980011;0.0
2007.05.07;1.3595;1.3627;1.359;1.3597;1.35831066928;0.0
2007.05.08;1.3598;1.362;1.3515;1.3543;1.36043564894;0.0
2007.05.09;1.3544;1.3565;1.3519;1.3527;1.35647569584;0.0
2007.05.10;1.3525;1.3563;1.3464;1.3476;1.35418186346;0.0
2007.05.11;1.3475;1.3531;1.3461;1.3524;1.35052100999;0.0
2007.05.14;1.3528;1.3557;1.3523;1.3541;1.35060035419;0.0
2007.05.15;1.354;1.3608;1.3526;1.3592;1.35374438719;0.0
2007.05.16;1.3593;1.3609;1.3503;1.3514;1.35783600401;0.0
2007.05.17;1.3516;1.3544;1.3476;1.3497;1.35428665244;0.0
2007.05.18;1.3494;1.3521;1.3464;1.3507;1.35061078271;0.0
2007.05.21;1.3517;1.3525;1.3435;1.3463;1.3495281782;0.0
2007.05.22;1.3464;1.3475;1.3438;1.3449;1.34715981322;0.0
2007.05.23;1.345;1.3501;1.3415;1.3455;1.34577167869;0.0
2007.05.24;1.3456;1.3461;1.3414;1.3431;1.34603492582;0.0
2007.05.25;1.343;1.3472;1.3411;1.3442;1.34372104311;0.0
2007.05.28;1.3447;1.3458;1.3444;1.3447;1.34422526867;0.0
2007.05.29;1.3448;1.3519;1.3419;1.3446;1.34444349386;0.0
2007.05.30;1.3447;1.3457;1.3406;1.3429;1.34583048318;0.0
2007.05.31;1.3428;1.3477;1.3423;1.3451;1.34323887339;0.0
2007.06.01;1.3452;1.3463;1.3391;1.3448;1.3450486174;0.0
2007.06.04;1.3442;1.3499;1.3431;1.3493;1.34335141752;0.0
2007.06.05;1.3494;1.3553;1.3487;1.3517;1.34685131897;0.0
2007.06.06;1.3518;1.3538;1.3485;1.3498;1.35124797882;0.0
2007.06.07;1.3497;1.3512;1.3422;1.3426;1.35030801623;0.0
2007.06.08;1.3425;1.3428;1.332;1.3372;1.34585139229;0.0
2007.06.11;1.3361;1.3364;1.3332;1.3357;1.33798782732;0.0
2007.06.12;1.3358;1.3368;1.3301;1.3302;1.33513096823;0.0
2007.06.13;1.3303;1.3315;1.3262;1.3309;1.33199928429;0.0
2007.06.14;1.3308;1.3323;1.3279;1.3308;1.33065731607;0.0
2007.06.15;1.3309;1.3388;1.3305;1.3388;1.33075894295;0.0
2007.06.18;1.3381;1.3417;1.3377;1.3414;1.335753995;0.0
2007.06.19;1.3415;1.3436;1.3383;1.3423;1.33955080405;0.0
2007.06.20;1.3424;1.3437;1.3395;1.34;1.34075994971;0.0
2007.06.21;1.3399;1.3406;1.3371;1.3386;1.34098148771;0.0
2007.06.22;1.3391;1.347;1.3381;1.3469;1.33863125602;0.0
2007.06.25;1.3467;1.3473;1.3438;1.3462;1.34375176276;0.0
2007.06.26;1.3463;1.3478;1.3431;1.3458;1.34487630905;0.0
2007.06.27;1.3457;1.3458;1.3414;1.3452;1.34556506556;0.0
2007.06.28;1.3451;1.3481;1.3422;1.3446;1.34438461287;0.0
2007.06.29;1.3445;1.3541;1.343;1.354;1.34471109914;0.0
2007.07.02;1.3543;1.3637;1.3527;1.3631;1.35028867507;0.0
2007.07.03;1.3632;1.3634;1.3583;1.3608;1.35886709714;0.0
2007.07.04;1.3609;1.363;1.3604;1.3612;1.36047302769;0.0
2007.07.05;1.3613;1.3659;1.3578;1.3593;1.36134970915;0.0
2007.07.06;1.3591;1.3641;1.3567;1.3626;1.36107066185;0.0
2007.07.09;1.3634;1.3638;1.361;1.3626;1.36092550915;0.0
2007.07.10;1.3625;1.3785;1.3594;1.3769;1.36178664019;0.0
2007.07.11;1.3767;1.3779;1.373;1.3744;1.37166931357;0.0
2007.07.12;1.3743;1.3797;1.3742;1.3787;1.37507547305;0.0
2007.07.13;1.3786;1.3813;1.3762;1.3782;1.37789076364;0.0
2007.07.16;1.3779;1.3804;1.3758;1.3772;1.37850431104;0.0
2007.07.17;1.3773;1.3798;1.3757;1.3782;1.3775372774;0.0
2007.07.18;1.3784;1.3833;1.3752;1.3805;1.3780589822;0.0
2007.07.19;1.3807;1.383;1.3785;1.3797;1.38008360755;0.0
2007.07.20;1.3798;1.3842;1.3778;1.3826;1.3809534334;0.0
2007.07.23;1.383;1.3843;1.3794;1.3806;1.38214685608;0.0
2007.07.24;1.3805;1.3851;1.3798;1.3827;1.38138741;0.0
2007.07.25;1.3826;1.3829;1.3695;1.3724;1.38231075882;0.0
2007.07.26;1.3725;1.3771;1.3692;1.374;1.37546018065;0.0
2007.07.27;1.3739;1.3753;1.3626;1.3635;1.37463020189;0.0
2007.07.30;1.3613;1.3704;1.3609;1.3697;1.36759929201;0.0
2007.07.31;1.3696;1.3726;1.367;1.3677;1.36809210711;0.0
2007.08.01;1.3678;1.3709;1.3637;1.3676;1.36879355008;0.0
2007.08.02;1.3674;1.3705;1.3651;1.3701;1.36775015203;0.0
2007.08.03;1.3699;1.3818;1.3683;1.3773;1.36858113007;0.0
2007.08.06;1.3834;1.3839;1.378;1.3794;1.37568920466;0.0
2007.08.07;1.3793;1.3815;1.3735;1.3743;1.37979080931;0.0
2007.08.08;1.3742;1.3825;1.3721;1.3794;1.37659791781;0.0
2007.08.09;1.3793;1.3816;1.3654;1.3679;1.37826000652;0.0
2007.08.10;1.368;1.3705;1.3643;1.3693;1.37136531394;0.0
2007.08.13;1.3685;1.3707;1.3603;1.3607;1.36817435694;0.0
2007.08.14;1.3608;1.3625;1.353;1.3535;1.36397866263;0.0
2007.08.15;1.3536;1.3536;1.3417;1.3423;1.35699137787;0.0
2007.08.16;1.3422;1.3446;1.336;1.3427;1.34715366653;0.0
2007.08.17;1.3426;1.3545;1.3369;1.3474;1.34183969935;0.0
2007.08.20;1.3477;1.3507;1.3459;1.3475;1.34572623721;0.0
2007.08.21;1.3476;1.3519;1.3456;1.3462;1.347907926;0.0
2007.08.22;1.3461;1.3551;1.345;1.355;1.34799490797;0.0
2007.08.23;1.3552;1.3587;1.3534;1.3567;1.35178744092;0.0
2007.08.24;1.3565;1.3681;1.3553;1.3675;1.35493909622;0.0
2007.08.27;1.3669;1.3684;1.3635;1.3639;1.36300463172;0.0
2007.08.28;1.3641;1.368;1.36;1.36;1.36375258772;0.0
2007.08.29;1.3602;1.368;1.3562;1.3674;1.36279309624;0.0
2007.08.30;1.3673;1.3676;1.3592;1.3631;1.36419535019;0.0
2007.08.31;1.3632;1.3719;1.362;1.3628;1.36282039559;0.0
2007.09.03;1.3629;1.3654;1.3605;1.3623;1.36452448568;0.0
2007.09.04;1.3624;1.3625;1.355;1.3607;1.36327596872;0.0
2007.09.05;1.3608;1.3671;1.3569;1.3649;1.3602628438;0.0
2007.09.06;1.3648;1.3709;1.3634;1.3689;1.36259989199;0.0
2007.09.07;1.3688;1.3798;1.3663;1.3767;1.36744069193;0.0
2007.09.10;1.378;1.3815;1.3765;1.3805;1.37349821826;0.0
2007.09.11;1.3806;1.3847;1.3778;1.3838;1.37855769715;0.0
2007.09.12;1.3837;1.3913;1.3824;1.3905;1.38192832254;0.0
2007.09.13;1.3904;1.3927;1.3862;1.3865;1.38769342633;0.0
2007.09.14;1.3866;1.3895;1.3843;1.3874;1.3877644096;0.0
2007.09.17;1.3869;1.3888;1.3848;1.3858;1.3873390704;0.0
2007.09.18;1.3859;1.3987;1.3828;1.3982;1.38669723886;0.0
2007.09.19;1.3981;1.3987;1.3936;1.3966;1.39378670509;0.0
2007.09.20;1.3965;1.4098;1.3962;1.4068;1.39604653621;0.0
2007.09.21;1.4067;1.4119;1.4043;1.409;1.40409695798;0.0
2007.09.24;1.4091;1.4129;1.4067;1.4078;1.4080643197;0.0
2007.09.25;1.408;1.4154;1.406;1.4145;1.40896959561;0.0
2007.09.26;1.4144;1.4161;1.4111;1.4131;1.41240899725;0.0
2007.09.27;1.413;1.4189;1.4124;1.4146;1.41320223194;0.0
2007.09.28;1.4145;1.4277;1.4145;1.4266;1.41524671448;0.0
2007.10.01;1.4279;1.4281;1.421;1.4232;1.4230914191;0.0
2007.10.02;1.4231;1.4237;1.4138;1.4149;1.42419937262;0.0
2007.10.03;1.415;1.4199;1.4083;1.4091;1.4180796535;0.0
2007.10.04;1.4092;1.4149;1.4067;1.4134;1.4133452186;0.0
2007.10.05;1.4135;1.4156;1.4031;1.4134;1.41247621447;0.0
2007.10.08;1.4149;1.4151;1.4035;1.4055;1.41124536573;0.0
2007.10.09;1.4054;1.4113;1.4014;1.4104;1.4090139059;0.0
2007.10.10;1.4103;1.417;1.4092;1.414;1.40896887576;0.0
2007.10.11;1.4141;1.424;1.4134;1.4199;1.41315226541;0.0
2007.10.12;1.42;1.4212;1.4154;1.4177;1.41848928365;0.0
2007.10.15;1.4174;1.4242;1.4161;1.4211;1.4181550393;0.0
2007.10.16;1.4212;1.4225;1.4142;1.4172;1.42046341607;0.0
2007.10.17;1.4171;1.4229;1.4156;1.4215;1.41838295944;0.0
2007.10.18;1.4214;1.4309;1.4195;1.4285;1.42015439051;0.0
2007.10.19;1.4284;1.4318;1.4244;1.43;1.42604941036;0.0
2007.10.22;1.4332;1.4348;1.4125;1.4174;1.42845599574;0.0
2007.10.23;1.4176;1.4278;1.417;1.4263;1.42179297049;0.0
2007.10.24;1.4261;1.4268;1.4187;1.4261;1.42419650679;0.0
2007.10.25;1.426;1.4343;1.4247;1.433;1.42358854098;0.0
2007.10.26;1.4328;1.4393;1.4316;1.4392;1.43040613713;0.0
2007.10.29;1.4411;1.4436;1.4376;1.4419;1.43665621855;0.0
2007.10.30;1.4417;1.444;1.4373;1.4437;1.44097685829;0.0
2007.10.31;1.4435;1.4503;1.4418;1.4471;1.44123165729;0.0
2007.11.01;1.447;1.4476;1.4403;1.4426;1.44604304274;0.0
2007.11.02;1.4424;1.4527;1.442;1.4504;1.44313634664;0.0
2007.11.05;1.4517;1.4518;1.4442;1.4474;1.44826030654;0.0
2007.11.06;1.4472;1.4569;1.4468;1.4564;1.44817175011;0.0
2007.11.07;1.4563;1.4728;1.4553;1.4628;1.4540078931;0.0
2007.11.08;1.4627;1.4703;1.4619;1.4674;1.46297001412;0.0
2007.11.09;1.4673;1.4751;1.4632;1.4677;1.46660791363;0.0
2007.11.12;1.4647;1.4667;1.4525;1.4529;1.46820772551;0.0
2007.11.13;1.453;1.4632;1.452;1.4616;1.45812596852;0.0
2007.11.14;1.4615;1.4725;1.4612;1.4649;1.45997298806;0.0
2007.11.15;1.465;1.4702;1.4604;1.4614;1.4653886415;0.0
2007.11.16;1.4615;1.4671;1.458;1.4661;1.46464135139;0.0
2007.11.19;1.4667;1.4686;1.462;1.4667;1.4647902154;0.0
2007.11.20;1.4666;1.4851;1.4635;1.4836;1.46617727871;0.0
2007.11.21;1.4835;1.4869;1.4775;1.4847;1.47726959965;0.0
2007.11.22;1.4846;1.4872;1.4821;1.4846;1.48202340009;0.0
2007.11.23;1.4847;1.4966;1.4783;1.4836;1.48512145415;0.0
2007.11.26;1.4826;1.4886;1.4804;1.4864;1.48631785171;0.0
2007.11.27;1.4866;1.4906;1.4808;1.4828;1.48607252096;0.0
2007.11.28;1.4829;1.4857;1.4711;1.4831;1.48438014007;0.0
2007.11.29;1.4832;1.4842;1.4722;1.4747;1.48033564311;0.0
2007.11.30;1.4746;1.4784;1.4627;1.4638;1.47785592947;0.0
2007.12.03;1.4649;1.4707;1.462;1.4668;1.46918889623;0.0
2007.12.04;1.4667;1.4767;1.4635;1.4765;1.46782435474;0.0
2007.12.05;1.4764;1.4769;1.459;1.4616;1.47243814777;0.0
2007.12.06;1.4615;1.4651;1.4524;1.4639;1.46587587397;0.0
2007.12.07;1.4638;1.467;1.4598;1.4657;1.46161409551;0.0
2007.12.10;1.4654;1.4735;1.4639;1.4721;1.46361728923;0.0
2007.12.11;1.472;1.475;1.4639;1.4656;1.46995973751;0.0
2007.12.12;1.4657;1.4748;1.465;1.4711;1.46781645096;0.0
2007.12.13;1.471;1.4736;1.4577;1.4618;1.47056674282;0.0
2007.12.14;1.4619;1.4655;1.441;1.4429;1.46378807562;0.0
2007.12.17;1.4404;1.4453;1.4331;1.4412;1.45028555782;0.0
2007.12.18;1.441;1.4434;1.4366;1.4408;1.44082518241;0.0
2007.12.19;1.4409;1.4422;1.4325;1.4371;1.43992880663;0.0
2007.12.20;1.4374;1.439;1.4309;1.4319;1.43762572798;0.0
2007.12.21;1.4318;1.4409;1.4318;1.4381;1.43464138604;0.0
2007.12.24;1.4371;1.4412;1.437;1.4406;1.43714961769;0.0
2007.12.26;1.4439;1.4502;1.4427;1.448;1.43872462201;0.0
2007.12.27;1.4481;1.4636;1.4466;1.4609;1.44591287982;0.0
2007.12.28;1.4607;1.4726;1.4589;1.4719;1.45621645814;0.0
2007.12.31;1.4718;1.4745;1.4579;1.4599;1.46638808515;0.0
2008.01.02;1.4661;1.4748;1.4643;1.4721;1.46329112967;0.0
2008.01.03;1.4724;1.478;1.4686;1.4742;1.46989553775;0.0
2008.01.04;1.4743;1.4823;1.4695;1.474;1.47225876356;0.0
2008.01.07;1.4746;1.4749;1.4656;1.4685;1.47489382185;0.0
2008.01.08;1.4684;1.4741;1.4677;1.4707;1.47018665913;0.0
2008.01.09;1.4708;1.4741;1.4638;1.4658;1.47134701357;0.0
2008.01.10;1.4659;1.4812;1.464;1.4807;1.46811114901;0.0
2008.01.11;1.4808;1.4819;1.476;1.4776;1.4756136181;0.0
2008.01.14;1.4807;1.4914;1.4796;1.4862;1.47757295652;0.0
2008.01.15;1.4864;1.4921;1.4775;1.4776;1.48494188686;0.0
2008.01.16;1.4777;1.4858;1.4593;1.4652;1.48308695214;0.0
2008.01.17;1.465;1.4714;1.4589;1.4642;1.47152626642;0.0
2008.01.18;1.4639;1.4694;1.4602;1.462;1.4651582716;0.0
2008.01.21;1.4596;1.4601;1.4421;1.443;1.46376866574;0.0
2008.01.22;1.4429;1.4683;1.4365;1.4669;1.44961722956;0.0
2008.01.23;1.4668;1.4669;1.451;1.4631;1.45918719866;0.0
2008.01.24;1.463;1.4778;1.459;1.4756;1.4601721526;0.0
2008.01.25;1.4757;1.4777;1.466;1.4681;1.47008982745;0.0
2008.01.28;1.4689;1.4798;1.4661;1.4788;1.47025060932;0.0
2008.01.29;1.4787;1.4793;1.4737;1.4767;1.4754827853;0.0
2008.01.30;1.4768;1.4906;1.4754;1.4854;1.475644641;0.0
2008.01.31;1.4858;1.4913;1.4801;1.4848;1.48319532586;0.0
2008.02.01;1.4849;1.4951;1.4786;1.4801;1.48506516013;0.0
2008.02.04;1.4797;1.4847;1.4792;1.4828;1.48443847313;0.0
2008.02.05;1.4826;1.4831;1.4621;1.4647;1.48288257733;0.0
2008.02.06;1.4646;1.467;1.4591;1.4621;1.46975291233;0.0
2008.02.07;1.4622;1.4651;1.4438;1.4493;1.46354068431;0.0
2008.02.08;1.449;1.4546;1.445;1.4501;1.45365334643;0.0
2008.02.11;1.4523;1.4576;1.448;1.4517;1.45059916914;0.0
2008.02.12;1.4516;1.4614;1.4496;1.4575;1.45268736906;0.0
2008.02.13;1.4576;1.4597;1.4531;1.457;1.45644649051;0.0
2008.02.14;1.4571;1.4648;1.4547;1.4641;1.45640904882;0.0
2008.02.15;1.4639;1.4707;1.463;1.4681;1.46016176679;0.0
2008.02.18;1.4672;1.469;1.4609;1.4653;1.46611087807;0.0
2008.02.19;1.4652;1.4756;1.4641;1.4728;1.46506239346;0.0
2008.02.20;1.4727;1.473;1.4613;1.4712;1.4710145971;0.0
2008.02.21;1.4713;1.4837;1.4702;1.482;1.46855380382;0.0
2008.02.22;1.4819;1.4861;1.4788;1.4826;1.47763492787;0.0
2008.02.25;1.4833;1.4844;1.4794;1.4828;1.48184000576;0.0
2008.02.26;1.4827;1.5047;1.4778;1.501;1.48229692522;0.0
2008.02.27;1.5011;1.5142;1.4981;1.5117;1.49420343707;0.0
2008.02.28;1.5116;1.5228;1.5072;1.5188;1.50649190383;0.0
2008.02.29;1.5187;1.5238;1.5143;1.5178;1.5147244835;0.0
2008.03.03;1.5207;1.5273;1.5158;1.5198;1.51799417822;0.0
2008.03.04;1.5197;1.5248;1.5172;1.52;1.52074430674;0.0
2008.03.05;1.5202;1.5301;1.5145;1.5274;1.52059713017;0.0
2008.03.06;1.5273;1.5394;1.5267;1.5388;1.52377622041;0.0
2008.03.07;1.5389;1.5463;1.5313;1.5354;1.53457437359;0.0
2008.03.10;1.5397;1.5403;1.5312;1.5368;1.53788624321;0.0
2008.03.11;1.5366;1.5493;1.5281;1.5342;1.5379062869;0.0
2008.03.12;1.5341;1.5571;1.5334;1.553;1.53738957641;0.0
2008.03.13;1.5529;1.5644;1.5522;1.5609;1.54777122118;0.0
2008.03.14;1.561;1.5687;1.5531;1.5673;1.55790872274;0.0
2008.03.17;1.5704;1.5902;1.5685;1.5716;1.56353637514;0.0
2008.03.18;1.5715;1.5832;1.5613;1.5638;1.5756990195;0.0
2008.03.19;1.5636;1.5786;1.5581;1.5641;1.57126612556;0.0
2008.03.20;1.5642;1.5645;1.5396;1.5446;1.56791934175;0.0
2008.03.21;1.5445;1.5472;1.5405;1.5432;1.55104515913;0.0
2008.03.24;1.541;1.5455;1.5342;1.5409;1.54588326531;0.0
2008.03.25;1.541;1.5658;1.5409;1.563;1.54226050175;0.0
2008.03.26;1.5628;1.5859;1.5584;1.5832;1.55727359314;0.0
2008.03.27;1.5834;1.5845;1.5726;1.5811;1.57503491077;0.0
2008.03.28;1.5812;1.5838;1.5741;1.5794;1.57874561296;0.0
2008.03.31;1.5806;1.5896;1.5759;1.5761;1.57907419029;0.0
2008.04.01;1.5762;1.5785;1.5563;1.5622;1.57975231424;0.0
2008.04.02;1.5621;1.5701;1.5532;1.5686;1.56778233746;0.0
2008.04.03;1.5683;1.5687;1.551;1.5681;1.5649621209;0.0
2008.04.04;1.5682;1.5773;1.5637;1.5737;1.56303461184;0.0
2008.04.07;1.5729;1.5736;1.5626;1.5704;1.57175930813;0.0
2008.04.08;1.5703;1.5798;1.5674;1.5703;1.56957171687;0.0
2008.04.09;1.5702;1.5864;1.5683;1.5836;1.57255776877;0.0
2008.04.10;1.5835;1.5913;1.5725;1.5743;1.57850467627;0.0
2008.04.11;1.5742;1.5855;1.5738;1.5807;1.57940721301;0.0
2008.04.14;1.5704;1.5884;1.5671;1.5835;1.58042567439;0.0
2008.04.15;1.5834;1.5874;1.5752;1.5786;1.57996534262;0.0
2008.04.16;1.5785;1.5978;1.5759;1.5942;1.58013053646;0.0
2008.04.17;1.5943;1.5983;1.5846;1.5892;1.58783089785;0.0
2008.04.18;1.5891;1.5956;1.571;1.5816;1.5899844131;0.0
2008.04.21;1.5811;1.5945;1.579;1.5908;1.58382668324;0.0
2008.04.22;1.5906;1.6019;1.5834;1.5997;1.5888682581;0.0
2008.04.23;1.5995;1.5998;1.5859;1.5883;1.59469992467;0.0
2008.04.24;1.5882;1.5889;1.5638;1.568;1.59151282263;0.0
2008.04.25;1.5681;1.5707;1.5554;1.5629;1.57579886842;0.0
2008.04.28;1.5612;1.5693;1.5592;1.5653;1.56463408261;0.0
2008.04.29;1.5652;1.5659;1.5539;1.5565;1.56372608222;0.0
2008.04.30;1.5566;1.5643;1.5516;1.5618;1.55947357684;0.0
2008.05.01;1.5619;1.5643;1.5429;1.5468;1.56056630324;0.0
2008.05.02;1.5469;1.5498;1.536;1.5423;1.55206138911;0.0
2008.05.05;1.5429;1.5519;1.5423;1.5498;1.54350613047;0.0
2008.05.06;1.5499;1.5594;1.5451;1.5531;1.54722538742;0.0
2008.05.07;1.5532;1.5538;1.5365;1.5396;1.5520251512;0.0
2008.05.08;1.5398;1.544;1.5284;1.5404;1.54327149822;0.0
2008.05.09;1.5403;1.5489;1.5393;1.548;1.53835306961;0.0
2008.05.12;1.5457;1.5569;1.5365;1.5539;1.54434604645;0.0
2008.05.13;1.554;1.5565;1.543;1.5468;1.54826760766;0.0
2008.05.14;1.5469;1.5485;1.5396;1.5476;1.54815481902;0.0
2008.05.15;1.5475;1.5546;1.5419;1.5442;1.5450941175;0.0
2008.05.16;1.5445;1.5601;1.5437;1.5576;1.54578771208;0.0
2008.05.19;1.5596;1.5632;1.5487;1.5518;1.55384402013;0.0
2008.05.20;1.5519;1.568;1.5503;1.5653;1.5535571779;0.0
2008.05.21;1.5652;1.5797;1.5631;1.5794;1.56040005603;0.0
2008.05.22;1.5793;1.5813;1.5691;1.5723;1.57215198097;0.0
2008.05.23;1.5724;1.5794;1.5696;1.5761;1.57354664733;0.0
2008.05.26;1.5769;1.5791;1.5741;1.5773;1.57468890618;0.0
2008.05.27;1.5774;1.5818;1.5671;1.5678;1.57640269212;0.0
2008.05.28;1.5677;1.576;1.5609;1.5646;1.57209045714;0.0
2008.05.29;1.5647;1.5663;1.5485;1.5511;1.56790855197;0.0
2008.05.30;1.5512;1.5567;1.5462;1.5554;1.55698460221;0.0
2008.06.02;1.5561;1.5588;1.5486;1.5539;1.55407954895;0.0
2008.06.03;1.554;1.5628;1.541;1.5433;1.55352323541;0.0
2008.06.04;1.5435;1.5483;1.5419;1.5426;1.5496209246;0.0
2008.06.05;1.5427;1.56;1.5365;1.5581;1.54517567762;0.0
2008.06.06;1.5583;1.5777;1.5571;1.5777;1.55225752602;0.0
2008.06.09;1.5791;1.5843;1.5618;1.5641;1.56908802634;0.0
2008.06.10;1.564;1.5653;1.544;1.5456;1.56887566535;0.0
2008.06.11;1.5458;1.5584;1.5453;1.5555;1.55355689221;0.0
2008.06.12;1.5556;1.5565;1.5378;1.545;1.55301276481;0.0
2008.06.13;1.5452;1.5483;1.5302;1.5379;1.546120728;0.0
2008.06.16;1.5404;1.5518;1.5343;1.5467;1.53931895804;0.0
2008.06.17;1.5468;1.5552;1.5461;1.5505;1.54496594716;0.0
2008.06.18;1.5506;1.5538;1.5462;1.5527;1.55078651997;0.0
2008.06.19;1.5528;1.5586;1.5466;1.5501;1.5510552771;0.0
2008.06.20;1.55;1.5651;1.5491;1.5606;1.55145204065;0.0
2008.06.23;1.5628;1.5628;1.5468;1.5515;1.55730667849;0.0
2008.06.24;1.5517;1.5622;1.5491;1.5569;1.55262732354;0.0
2008.06.25;1.557;1.5687;1.5537;1.5665;1.55601329607;0.0
2008.06.26;1.5664;1.5766;1.5628;1.5751;1.56234310796;0.0
2008.06.27;1.5752;1.5791;1.5719;1.5791;1.5708091302;0.0
2008.06.30;1.5777;1.5836;1.5731;1.5754;1.57572086259;0.0
2008.07.01;1.5753;1.5826;1.5723;1.5794;1.57594153854;0.0
2008.07.02;1.5793;1.589;1.5777;1.589;1.578434143;0.0
2008.07.03;1.5889;1.5908;1.5682;1.5696;1.58513192226;0.0
2008.07.04;1.5694;1.5727;1.5655;1.5706;1.57685437478;0.0
2008.07.07;1.5692;1.5753;1.5611;1.5722;1.57066480857;0.0
2008.07.08;1.5723;1.5739;1.5634;1.5665;1.56990758387;0.0
2008.07.09;1.5664;1.575;1.565;1.5738;1.56821476625;0.0
2008.07.10;1.5739;1.5801;1.5691;1.5784;1.57124162637;0.0
2008.07.11;1.5785;1.5945;1.5764;1.5937;1.57626570775;0.0
